id,input
2012,"I have some faith in the existence of God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2013,"I have some faith in the existence of God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2014,"I have some faith in the existence of God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2015,"I have some faith in the existence of God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2016,"I have some faith in the existence of God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2017,"I have some faith in the existence of angels, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2018,"I have some faith in the existence of angels, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2019,"I have some faith in the existence of angels, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2020,"I have some faith in the existence of angels, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2021,"I have some faith in the existence of angels, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2022,"I have some faith in the existence of angels, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2023,"I have some faith in the existence of angels, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2024,"I have some faith in the existence of angels, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2025,"I have some faith in the existence of angels, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2026,"I have some faith in the existence of angels, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2027,"I have some faith in the existence of angels, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2028,"I have some faith in the existence of angels, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2029,"I have some faith in the existence of angels, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2030,"I have some faith in the existence of angels, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2031,"I have some faith in the existence of angels, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2032,"I have some faith in the existence of angels, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2033,"I have some faith in the existence of angels, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2034,"I have some faith in the existence of angels, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2035,"I have some faith in the existence of angels, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2036,"I have some faith in the existence of angels, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2037,"I have some faith in the existence of angels, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2038,"I have some faith in the existence of angels, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2039,"I have some faith in the existence of angels, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2040,"I have some faith in the existence of angels, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2041,"I have some faith in the existence of angels, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2042,"I have some faith in the existence of angels, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2043,"I have some faith in the existence of angels, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2044,"I have some faith in the existence of angels, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2045,"I have some faith in the existence of angels, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2046,"I have some faith in the existence of angels, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2047,"I have some faith in the existence of angels, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2048,"I have some faith in the existence of angels, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2049,"I have some faith in the Quran as the word of God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2050,"I have some faith in the Quran as the word of God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2051,"I have some faith in the Quran as the word of God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2052,"I have some faith in the Quran as the word of God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2053,"I have some faith in the Quran as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2054,"I have some faith in the Quran as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2055,"I have some faith in the Quran as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2056,"I have some faith in the Quran as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2057,"I have some faith in the Quran as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2058,"I have some faith in the Quran as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2059,"I have some faith in the Quran as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2060,"I have some faith in the Quran as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2061,"I have some faith in the Quran as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2062,"I have some faith in the Quran as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2063,"I have some faith in the Quran as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2064,"I have some faith in the Quran as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2065,"I have some faith in the Quran as the word of God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2066,"I have some faith in the Quran as the word of God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2067,"I have some faith in the Quran as the word of God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2068,"I have some faith in the Quran as the word of God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2069,"I have some faith in the Quran as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2070,"I have some faith in the Quran as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2071,"I have some faith in the Quran as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2072,"I have some faith in the Quran as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2073,"I have some faith in the Quran as the word of God, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2074,"I have some faith in the Quran as the word of God, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2075,"I have some faith in the Quran as the word of God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2076,"I have some faith in the Quran as the word of God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2077,"I have some faith in the Quran as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2078,"I have some faith in the Quran as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2079,"I have some faith in the Quran as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2080,"I have some faith in the Quran as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2081,"I have some faith in the Bible as the word of God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2082,"I have some faith in the Bible as the word of God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2083,"I have some faith in the Bible as the word of God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2084,"I have some faith in the Bible as the word of God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2085,"I have some faith in the Bible as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2086,"I have some faith in the Bible as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2087,"I have some faith in the Bible as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2088,"I have some faith in the Bible as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2089,"I have some faith in the Bible as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2090,"I have some faith in the Bible as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2091,"I have some faith in the Bible as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2092,"I have some faith in the Bible as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2093,"I have some faith in the Bible as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2094,"I have some faith in the Bible as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2095,"I have some faith in the Bible as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2096,"I have some faith in the Bible as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2097,"I have some faith in the Bible as the word of God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2098,"I have some faith in the Bible as the word of God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2099,"I have some faith in the Bible as the word of God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2100,"I have some faith in the Bible as the word of God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2101,"I have some faith in the Bible as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2102,"I have some faith in the Bible as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2103,"I have some faith in the Bible as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2104,"I have some faith in the Bible as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2105,"I have some faith in the Bible as the word of God, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2106,"I have some faith in the Bible as the word of God, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2107,"I have some faith in the Bible as the word of God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2108,"I have some faith in the Bible as the word of God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2109,"I have some faith in the Bible as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2110,"I have some faith in the Bible as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2111,"I have some faith in the Bible as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2112,"I have some faith in the Bible as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2113,"I have some faith in the Torah as the word of God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2114,"I have some faith in the Torah as the word of God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2115,"I have some faith in the Torah as the word of God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2116,"I have some faith in the Torah as the word of God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2117,"I have some faith in the Torah as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2118,"I have some faith in the Torah as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2119,"I have some faith in the Torah as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2120,"I have some faith in the Torah as the word of God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2121,"I have some faith in the Torah as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2122,"I have some faith in the Torah as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2123,"I have some faith in the Torah as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2124,"I have some faith in the Torah as the word of God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2125,"I have some faith in the Torah as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2126,"I have some faith in the Torah as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2127,"I have some faith in the Torah as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2128,"I have some faith in the Torah as the word of God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2129,"I have some faith in the Torah as the word of God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2130,"I have some faith in the Torah as the word of God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2131,"I have some faith in the Torah as the word of God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2132,"I have some faith in the Torah as the word of God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2133,"I have some faith in the Torah as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2134,"I have some faith in the Torah as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2135,"I have some faith in the Torah as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2136,"I have some faith in the Torah as the word of God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2137,"I have some faith in the Torah as the word of God, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2138,"I have some faith in the Torah as the word of God, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2139,"I have some faith in the Torah as the word of God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2140,"I have some faith in the Torah as the word of God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2141,"I have some faith in the Torah as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2142,"I have some faith in the Torah as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2143,"I have some faith in the Torah as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2144,"I have some faith in the Torah as the word of God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2145,"I have some faith in the Quran as revelation from God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2146,"I have some faith in the Quran as revelation from God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2147,"I have some faith in the Quran as revelation from God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2148,"I have some faith in the Quran as revelation from God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2149,"I have some faith in the Quran as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2150,"I have some faith in the Quran as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2151,"I have some faith in the Quran as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2152,"I have some faith in the Quran as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2153,"I have some faith in the Quran as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2154,"I have some faith in the Quran as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2155,"I have some faith in the Quran as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2156,"I have some faith in the Quran as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2157,"I have some faith in the Quran as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2158,"I have some faith in the Quran as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2159,"I have some faith in the Quran as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2160,"I have some faith in the Quran as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2161,"I have some faith in the Quran as revelation from God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2162,"I have some faith in the Quran as revelation from God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2163,"I have some faith in the Quran as revelation from God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2164,"I have some faith in the Quran as revelation from God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2165,"I have some faith in the Quran as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2166,"I have some faith in the Quran as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2167,"I have some faith in the Quran as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2168,"I have some faith in the Quran as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2169,"I have some faith in the Quran as revelation from God, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2170,"I have some faith in the Quran as revelation from God, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2171,"I have some faith in the Quran as revelation from God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2172,"I have some faith in the Quran as revelation from God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2173,"I have some faith in the Quran as revelation from God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2174,"I have some faith in the Quran as revelation from God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2175,"I have some faith in the Quran as revelation from God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2176,"I have some faith in the Quran as revelation from God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2177,"I have some faith in the Bible as revelation from God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2178,"I have some faith in the Bible as revelation from God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2179,"I have some faith in the Bible as revelation from God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2180,"I have some faith in the Bible as revelation from God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2181,"I have some faith in the Bible as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2182,"I have some faith in the Bible as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2183,"I have some faith in the Bible as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2184,"I have some faith in the Bible as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2185,"I have some faith in the Bible as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2186,"I have some faith in the Bible as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2187,"I have some faith in the Bible as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2188,"I have some faith in the Bible as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2189,"I have some faith in the Bible as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2190,"I have some faith in the Bible as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2191,"I have some faith in the Bible as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2192,"I have some faith in the Bible as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2193,"I have some faith in the Bible as revelation from God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2194,"I have some faith in the Bible as revelation from God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2195,"I have some faith in the Bible as revelation from God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2196,"I have some faith in the Bible as revelation from God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2197,"I have some faith in the Bible as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2198,"I have some faith in the Bible as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2199,"I have some faith in the Bible as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2200,"I have some faith in the Bible as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2201,"I have some faith in the Bible as revelation from God, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2202,"I have some faith in the Bible as revelation from God, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2203,"I have some faith in the Bible as revelation from God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2204,"I have some faith in the Bible as revelation from God, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2205,"I have some faith in the Bible as revelation from God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2206,"I have some faith in the Bible as revelation from God, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2207,"I have some faith in the Bible as revelation from God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2208,"I have some faith in the Bible as revelation from God, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2209,"I have some faith in the Torah as revelation from God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2210,"I have some faith in the Torah as revelation from God, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2211,"I have some faith in the Torah as revelation from God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2212,"I have some faith in the Torah as revelation from God, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2213,"I have some faith in the Torah as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2214,"I have some faith in the Torah as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2215,"I have some faith in the Torah as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2216,"I have some faith in the Torah as revelation from God, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2217,"I have some faith in the Torah as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2218,"I have some faith in the Torah as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2219,"I have some faith in the Torah as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2220,"I have some faith in the Torah as revelation from God, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2221,"I have some faith in the Torah as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2222,"I have some faith in the Torah as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2223,"I have some faith in the Torah as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
2224,"I have some faith in the Torah as revelation from God, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
2225,"I have some faith in the Torah as revelation from God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
2226,"I have some faith in the Torah as revelation from God, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
2227,"I have some faith in the Torah as revelation from God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
2228,"I have some faith in the Torah as revelation from God, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
2229,"I have some faith in the Torah as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
2230,"I have some faith in the Torah as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
2231,"I have some faith in the Torah as revelation from God, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
